match_id;player_idss;teamss;opponent;player;positionss;shirt_number;totalPassss;accuratePassss;totalLongBalls;accurateLongBalls;goalAssistss;accurateOwnHalfPasses;totalOwnHalfPasses;accurateOppositionHalfPasses;totalOppositionHalfPasses;ballRecovery;savedShotsFromInsideTheBox;penaltyFaced;savesss;totalKeeperSweeper;accurateKeeperSweeper;minutesPlayed;touches;rating;possessionLostCtrl;expectedAssists;totalBallCarriesDistance;ballCarriesCount;totalProgression;keeperSaveValue;totalShots;goalsPrevented;passValueNormalized;dribbleValueNormalized;defensiveValueNormalized;goalkeeperValueNormalized;totalCross;aerialLost;aerialWon;duelLost;duelWon;totalContest;shotOffTargetss;totalClearancess;outfielderBlock;interceptionWon;wasFouledss;foulsss;totalOffsidess;expectedGoals;bestBallCarryProgression;totalProgressiveBallCarriesDistance;progressiveBallCarriesCount;shotValueNormalized;challengeLost;totalTackless;wonTackless;unsuccessfulTouch;dispossessed;onTargetScoringAttempt;penaltyConceded;expectedGoalsOnTarget;keyPass;wonContest;accurateCross;bigChanceCreated;bigChanceMissed;goodHighClaim;blockedScoringAttempt;goalsss;penaltyWon;errorLeadToAShot;lastManTackle;hitWoodwork;errorLeadToAGoal;punches;ownGoals;penaltySave;penaltyMiss;league;season;match;match_slug;teamsw;player_idsw;name;short_name;match_name;positionsw;pos_side;formation_place;accuratePasssw;cleanSheet;gameStarted;goalKicks;lostCorners;minsPlayed;savessw;totalPasssw;formationPlace;totalClearancesw;totalThrows;wonCorners;totalTacklesw;wonTacklesw;foulssw;ontargetScoringAtt;shotOffTargetsw;totalScoringAtt;wasFouledsw;blockedScoringAtt;goalAssistsw;totalSubOff;cornerTaken;goalssw;totalSubOn;goalsConceded;totalOffsidesw;Venue
14083269;814590;Barcelona;Mallorca;Marcus Rashford;F;14;46.0;37.0;2.0;1.0;0.0;5.0;5.0;32.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;67.0;71.0;6.5;19.0;0.0590272;218.29023095897;24.0;101.09424090681;0.0;8;0.0;-0.28;0.39;0.14;0.0;7.0;0.0;1.0;1.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.2503;30.654810153116;79.788140113553;5.0;-0.55;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.2014;2.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2dhi57c0oalm6wvrjttsm44k4;bar-mll;Barcelona;604osk9a3lxpfpkavuziqmn6x;Marcus Rashford;Marcus Rashford;M. Rashford;Striker;Left/Centre;11;37;0;1;0;0;67;0;46;11;1;0;5;0;0;0;1;2;8;0;5;0;1;7;0;0;0;0;Home
14083269;1526618;Barcelona;Mallorca;Marc Bernal;M;22;12.0;9.0;1.0;0.0;0.0;4.0;6.0;5.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;23.0;16.0;7.9;3.0;0.00710658;35.780731982661;3.0;27.314834211537;0.0;1;0.0;-0.17;0.4;-0.12;0.0;0.0;0.0;1.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.3841;25.892860659648;27.741343586784;1.0;0.51;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.6586;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2dhi57c0oalm6wvrjttsm44k4;bar-mll;Barcelona;4et6r42e7q2ojgaumwnua2kgk;Marc Bernal Casas;Marc Bernal;Marc Bernal;Substitute;Midfielder;0;9;0;0;0;0;23;0;12;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0;0;Home
14083269;855833;Barcelona;Mallorca;Ferran Torres;F;7;4.0;3.0;0.0;0.0;0.0;1.0;1.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;9.0;6.5;4.0;0.00897745;34.310940233976;4.0;22.613605906247;0.0;0;0.0;0.07;0.11;0.0;0.0;0.0;0.0;0.0;3.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;16.961479509199;18.108624492214;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2dhi57c0oalm6wvrjttsm44k4;bar-mll;Barcelona;2szgrzcosfeifh664tgt3mfvt;Ferran Torres García;Ferran Torres;Ferran Torres;Substitute;Attacker;0;3;0;0;0;0;23;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;Home
14083269;138892;Barcelona;Mallorca;João Cancelo;D;2;13.0;12.0;0.0;0.0;0.0;8.0;8.0;4.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;13.0;6.6;1.0;0.00427772;44.411282206869;3.0;25.674390332317;0.0;0;0.0;-0.14;0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.984854398686;22.648313402989;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2dhi57c0oalm6wvrjttsm44k4;bar-mll;Barcelona;29pq64smaxdwlraopnxoleqxh;João Pedro Cavaco Cancelo;João Pedro Cavaco Cancelo;João Cancelo;Substitute;Defender;0;12;0;0;0;0;12;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Home
14083269;1162107;Barcelona;Mallorca;Roony Bardghji;F;19;13.0;12.0;0.0;0.0;0.0;9.0;10.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;13.0;6.5;1.0;0.00515818;51.435554060219;6.0;23.270422196311;0.0;0;0.0;-0.07;-0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2dhi57c0oalm6wvrjttsm44k4;bar-mll;Barcelona;66psa7xh8odnlp39ue5vzpes4;Roony Bardghji;Roony Bardghji;R. Bardghji;Substitute;Attacker;0;12;0;0;0;0;12;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Home
14083269;1939137;Barcelona;Mallorca;Tomás Marqués;M;43;6.0;6.0;0.0;0.0;0.0;4.0;4.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;8.0;6.5;2.0;0.00164371;16.469855459542;2.0;5.5906983791685;0.0;0;0.0;0.01;-0.08;-0.01;0.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2dhi57c0oalm6wvrjttsm44k4;bar-mll;Barcelona;atdg5275m47swrm5nrip8m9lg;Tomás Noël Marqués Morera;Tomás Marqués;Tomás Marqués;Substitute;Midfielder;0;6;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Home
14083269;1131909;Mallorca;Barcelona;Leo Román;G;1;24.0;10.0;18.0;5.0;0.0;5.0;8.0;5.0;16.0;9.0;2.0;0.0;4.0;0.0;0.0;90.0;33.0;6.7;14.0;0.00105015;44.55007558762;6.0;12.040671615594;0.6563;0;-0.5052;0.01;-0.02;-0.24;0.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2dhi57c0oalm6wvrjttsm44k4;bar-mll;Mallorca;5qh2kdatvb03o8oiqvkaaxje2;Leonardo Román Riquelme;Leo Román;Leo Román;Goalkeeper;Centre;1;10;0;1;3;2;90;4;24;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;Away
14083269;788216;Mallorca;Barcelona;Pablo Maffeo;D;23;19.0;15.0;5.0;3.0;0.0;7.0;8.0;8.0;11.0;1.0;0.0;0.0;0.0;0.0;0.0;90.0;36.0;6.4;4.0;0.101683;27.177695251806;6.0;-3.0811475526688;0.0;1;0.0;0.23;-0.03;-0.31;0.0;1.0;1.0;0.0;3.0;4.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0301;0.0;0.0;0.0;-0.13;1.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2dhi57c0oalm6wvrjttsm44k4;bar-mll;Mallorca;22dchchxwrsty67ultrs61qz9;Pablo Carmine Maffeo Becerra;Pablo Maffeo;Pablo Maffeo;Defender;Right;2;15;0;1;0;1;90;0;19;2;2;4;0;4;3;1;0;0;1;0;1;0;0;0;0;0;3;0;Away
14083269;1513896;Mallorca;Barcelona;David López;D;27;17.0;14.0;4.0;2.0;0.0;6.0;7.0;8.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;90.0;40.0;6.9;3.0;0.00273296;26.756773773816;3.0;-5.8371764693351;0.0;0;0.0;0.0;0.0;0.45;0.0;0.0;1.0;2.0;1.0;4.0;0.0;0.0;12.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2dhi57c0oalm6wvrjttsm44k4;bar-mll;Mallorca;3v254jhofauiadp9vzb7rb21g;David López Guijarro;David López;David López;Defender;Centre/Right;5;14;0;1;3;3;90;0;17;5;12;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3;0;Away
14083269;300522;Mallorca;Barcelona;Martin Valjent;D;24;21.0;19.0;3.0;2.0;0.0;16.0;16.0;3.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;90.0;33.0;5.9;3.0;0.00228199;46.6922260992;5.0;32.399847112288;0.0;0;0.0;0.05;0.01;-0.48;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;8.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2dhi57c0oalm6wvrjttsm44k4;bar-mll;Mallorca;9t88fceutc2x108ga0qkzkafp;Martin Valjent;Martin Valjent;M. Valjent;Defender;Left/Centre;6;19;0;1;2;0;90;0;21;6;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;Away
14083269;344847;Mallorca;Barcelona;Johan Mojica;D;22;21.0;13.0;7.0;1.0;0.0;7.0;9.0;6.0;12.0;2.0;0.0;0.0;0.0;0.0;0.0;90.0;41.0;5.9;12.0;0.0151019;68.79956584927;9.0;15.465042733016;0.0;0;0.0;-0.01;0.08;-0.49;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2dhi57c0oalm6wvrjttsm44k4;bar-mll;Mallorca;dfjph36vcwfj5cevut4x3vf11;Johan Andrés Mojica Palacio;Johan Mojica;J. Mojica;Defender;Left;3;13;0;1;0;3;90;0;21;3;4;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;Away
14083269;988351;Mallorca;Barcelona;Samú Costa;M;12;29.0;22.0;3.0;3.0;0.0;14.0;16.0;8.0;13.0;11.0;0.0;0.0;0.0;0.0;0.0;77.0;51.0;6.8;14.0;0.169319;48.709367321549;8.0;-13.536086534318;0.0;0;0.0;-0.11;-0.31;-0.01;0.0;0.0;2.0;3.0;8.0;9.0;2.0;0.0;4.0;1.0;2.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2dhi57c0oalm6wvrjttsm44k4;bar-mll;Mallorca;1km9nvqz03yoj9cxpv127id7u;Samuel de Almeida Costa;Samuel de Almeida Costa;Samú Costa;Defensive Midfielder;Centre/Right;8;22;0;1;0;2;77;0;29;8;4;0;0;3;3;2;0;0;0;3;0;0;1;0;0;0;2;0;Away
14083269;255999;Mallorca;Barcelona;Omar Mascarell;M;5;24.0;20.0;4.0;4.0;0.0;13.0;15.0;7.0;9.0;2.0;0.0;0.0;0.0;0.0;0.0;90.0;35.0;7.0;5.0;0.00278668;60.201963346159;8.0;-3.2411980902834;0.0;0;0.0;-0.01;0.02;0.3;0.0;0.0;1.0;2.0;4.0;6.0;0.0;0.0;2.0;1.0;2.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2dhi57c0oalm6wvrjttsm44k4;bar-mll;Mallorca;bkvvapojagxvj17nzk3oy8ct1;Omar Mascarell González;Omar Mascarell;Omar Mascarell;Defensive Midfielder;Left/Centre;4;20;0;1;1;1;90;0;24;4;2;0;0;3;3;3;0;0;0;1;0;0;0;0;0;0;3;0;Away
14083269;879543;Mallorca;Barcelona;Mateu Morey;M;2;9.0;5.0;0.0;0.0;0.0;2.0;2.0;3.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;62.0;24.0;6.6;8.0;0.0142252;22.255895012019;3.0;19.211599809268;0.0;0;0.0;-0.17;0.06;-0.02;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;7.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2dhi57c0oalm6wvrjttsm44k4;bar-mll;Mallorca;5tsp2m5z3xie07ax0wq1qqsix;Mateu Jaume Morey Bauzà;Mateu Morey;Mateu Morey;Attacking Midfielder;Right;7;5;0;1;0;0;62;0;9;7;7;2;0;2;0;0;0;0;0;0;0;0;1;0;0;0;2;1;Away
